title,url
"'새로운 대한민국, 무엇이 필요한가'…시민아카데미내달 14일개강",https://www.newsworks.co.kr/news/articleView.html?idxno=812158
"부안군, 추석 맞이 환경오염·악취 통합점검 실시..내달 14일까지",http://kpenews.com/View.aspx?No=3789997
"뉴진스·어도어, 2차 조정도 불발…결국내달법원 선고",https://www.hankyung.com/article/2025091182267
"경남도, 4분기 중소기업 자금내달 14일부터 접수",https://www.viva100.com/article/20250917501393
"국립오페라단,내달4∼16일 미국·캐나다 순회공연",https://www.yna.co.kr/view/AKR20250916036000005?input=1195m
"해수부, 항만안전대상내달 14일까지 공모",http://www.hansbiz.co.kr/news/articleView.html?idxno=776752
'2025 서울아트마켓'내달개막…이자람·송소희·악단광칠 화제작도,https://www.newsis.com/view/NISX20250921_0003337310
"신세계百, 16일부터내달4일까지 추석 선물 본 판매",https://www.news1.kr/industry/distribution/5910908
"행안위, 위철환 중앙선관위원 후보자 인사청문회내달1일 실시",https://www.sedaily.com/NewsView/2GY0JF2I13
"송미령 농식품부 장관 ""내달1일부터 특별방역대책기간…안전관리 만전...",https://www.newspim.com/news/view/20250921000146
"[단독] 국회 정무위,내달공정위 국감서 MBK 김병주 증인신청",https://www.bloter.net/news/articleView.html?idxno=644364
지스타 일반 입장권내달 14일부터 예매,https://wemakenews.co.kr/news/view.php?no=23006
전주서 12년 만에 만나는 'KBS 전국노래자랑'…내달 14일열려,https://news.tf.co.kr/read/national/2243539.htm
"인천대학교 평생교육원 ‘K-컬처센터’,내달‘세계시민문화’ 강좌 시...",https://www.kyeongin.com/article/1751926
"‘펀쿨섹좌’ 고이즈미,내달4일 자민당 총재 선거 출마 표명",http://www.edaily.co.kr/news/newspath.asp?newsid=03470246642300776
"국회 기재위 2025년 국정감사-기재부 13~14일, 국세청 16일",https://www.taxtimes.co.kr/news/article.html?no=271622
내달 14일복지부·질병청부터 국감 돌입...식약처 21일 전망,http://www.hitnews.co.kr/news/articleView.html?idxno=69167
부산 6개 해수욕장 오늘 폐장…해운대는내달 14일까지 운영,https://www.yna.co.kr/view/AKR20250829067100051?input=1195m
"경기도 국감,내달20일 국토위 21일 행안위 연속 실시",https://www.kgnews.co.kr/news/article.html?no=865890
"'해킹사고 수습'에 롯데카드, 금감원장 상견례 불참…내달조직개편도 ...",https://news.einfomax.co.kr/news/articleView.html?idxno=4374811
"국세청 국정감사,내달16일 세종에서…서울·중부·인천청 동시에",https://www.sejungilbo.com/news/articleView.html?idxno=54992
"포항시,내달29일 APEC 기념 불꽃쇼 개최",https://www.kmib.co.kr/article/view.asp?arcid=0028687374&code=61121111&cp=nv
한전ㆍ한수원 등 전력 국감내달17일...20일엔 석유ㆍ가스공사 등,https://www.pinpointnews.co.kr/news/articleView.html?idxno=380287
"MS ‘윈도10’,내달 14일지원 종료… “보안공백 우려”",https://www.donga.com/news/Economy/article/all/20250902/132299253/2
"해수부 국감,내달15일 부산서 진행",http://www.dailylog.co.kr/news/articleView.html?idxno=26025
"올해 국회 국감,내달13일부터 본격 시작",https://www.koscaj.com/news/articleView.html?idxno=319164
SRT 추석 승차권 예매내달8~11일…코레일은 15~18일,https://www.seoul.co.kr/news/society/2025/08/29/20250829500218?wlog_tag3=naver
"부산시립미술관, ‘내일의 미술관-나만의 미술관’내달운영",https://www.seoul.co.kr/news/society/2025/09/14/20250914500009?wlog_tag3=naver
"신세계百,내달‘라이프스타일 위크’ 진행…가전·가구 최대 60% 할인",https://www.mydaily.co.kr/page/view/2025083011382011632
日 첫 여자 총리 나올까…내달자민당 총재선거 양강 후보,https://m.skyedaily.com/news_view.html?ID=285258
"""나아질 것만 남았다"" 현대모비스, 일본 전지훈련 마무리→14일귀국…...",https://www.mydaily.co.kr/page/view/2025091412220637871
내달8∼12일 4대 고궁-종묘서… 공연-전시 등 ‘궁중문화축전’,https://www.donga.com/news/People/article/all/20250915/132385689/2
"건군 77주년 국군의 날 기념행사,내달1일 계룡대서 개최",https://www.newsis.com/view/NISX20250904_0003315569
"유류피해기금 배임·횡령, 서해안연합회 관계자내달첫 재판",https://www.cctoday.co.kr/news/articleView.html?idxno=2218688
"“월4만5000원에 지하철·버스 무제한 이용”…서울시,내달다자녀 ‘...",https://www.mk.co.kr/article/11406905
"여야, 국정감사 추석 후내달13일 돌입",http://www.hansbiz.co.kr/news/articleView.html?idxno=776967
"""문명사회 속 인간 본성에 대하여""…국립극단 '안트로폴리스 5부작'내달...",http://www.sctoday.co.kr/news/articleView.html?idxno=46025
호반그룹 ‘2025 호반혁신기술공모전’ 개최…9월14일까지 참여 기업 모...,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202509051646568450497
"멜론,내달 14일우즈 팬밋업 개최...회원 1천명 초대 이벤트",https://www.raonnews.com/news/article.html?no=50765
"롯데백 광주점,내달9일까지 '홍삼 프로모션' 행사",https://view.asiae.co.kr/article/2025091013133278010
"김창환 현대차 부사장,내달중국 ISCC 2025 개막 연설",https://www.newsis.com/view/NISX20250829_0003308198
국토위 국감감사내달13일 시작...LH·HUG·코레일 등 현안질의 예고,https://www.newspim.com/news/view/20250916001030
이억원 금융위원장 후보자내달2일 청문회… 조직개편 방안 주목,https://biz.chosun.com/stock/finance/2025/08/31/VDPWEBGWQNEHDFM2E4LTHIBKPA/?utm_source=naver&utm_medium=original&utm_campaign=biz
광주·전남 국정감사 10월 21일부터…지역 현안 질의,https://www.yna.co.kr/view/AKR20250926134700054?input=1195m
국정감사 추석 직후 '스타트'…복지부 13~14일로 윤곽,https://www.kpanews.co.kr/article/show.asp?idx=263088&category=C
"'반려인&반려동물을 위한 견강(犬康) 프로젝트' 대전시, '반려동물 건강...",http://www.notepet.co.kr/news/article/article_view/?idx=34170&groupCode=AB120AD120
미래에셋운용 액티브 리츠 ETF내달첫 분배,https://biz.heraldcorp.com/article/10564571?ref=naver
'정신신경용제 1위' 명인제약내달1일 상장… 시총 8000억 넘을듯,http://www.g-enews.com/ko-kr/news/article/news_all/202509141049303383e207547429_1/article.html
10월 10일 대체공휴일 계획 없다...내달임시공휴일 추진 선 그어,https://www.job-post.co.kr/news/articleView.html?idxno=178171
"환경부, 추석 연휴 특별단속…환경오염 집중 관리",http://www.edaily.co.kr/news/newspath.asp?newsid=01931926642304712
"성북구의회,14일일정 제313회 임시회 폐회",https://www.jeonmae.co.kr/news/articleView.html?idxno=1185777
'윔블던 결승서 붙은' 시비옹테크·아니시모바 한국 온다...내달코리아...,https://www.starnewskorea.com/sports/2025/08/29/2025082910195335238
"남구, 덕남마을 ‘힐링숲 캠핑장’ 조성 본격화…내달3월 개장",http://www.jndn.com/article.php?aid=1757841837417552068
"aT,내달1일까지 명절맞이 가루쌀 부침·튀김가루 할인행사 추진",http://www.lawissue.co.kr/view.php?ud=202509041742538112f4ab64559d_12
내달말까지 경주 여행 오면 숙박비 3만 원 할인,https://www.donga.com/news/Society/article/all/20250901/132297511/2
"우정사업본부 ""우편·금융서비스 복구 위한 점검 시작"" [국정자원 화재...",https://it.chosun.com/news/articleView.html?idxno=2023092148148
"멈춰선 이들에게 건네는 용기…'웰컴 투 위시빌',내달공연",https://www.newsis.com/view/NISX20250831_0003309658
자디앙내달23일 특허만료…400개 제품 쏟아진다,https://www.dailypharm.com/Users/News/NewsView.html?ID=326864&REFERER=NP
우체국 금융·택배 ‘올스톱’…정부24까지 멈춰서며 주말 일상 곳곳 마...,https://www.mk.co.kr/article/11430689
맛 좋은 '상주쌀 미소진품'내달중순 햅쌀로 만나요,https://www.idaegu.co.kr/news/articleView.html?idxno=522726
